bugId,description,severity
186898,[extract local] Can't extract local from unbraced loop body.,minor
186957,[render] selected label drawn with color,minor
186959,[package explorer] Selected Working Set not shown until edit,minor
187004,"[organize imports] adds abnormal ""import static""",minor
188262,[javadoc export] source version '1.6' missing for selection,minor
188376,[package explorer] Tests log NPE in PackageExplorerPart.saveState,minor
188466,[render] image appears to need centering when custom draw is used,minor
188485,[package explorer] image leaked when opening toolbar menu in package explorer,major
189083,[render] colored labels shifted to the right and margin smaller between icon and text,minor
189329,[refactoring] error list does not provide a label,minor
189672,[junit] JUnit container source attachment broken for 3.8.2,minor
189893,Update doc regarding 3.3 API change,minor
189987,[package explorer] Plug-in Dependencies in Package Explorer does not update,major
191297,[hashcode/equals] Incorrect generation of the equals method when it already exists and the class extends Object.,minor
192953,[jar exporter] JAWS cannot read label on JAR Export wizard,minor
195396,[jar exporter] Jar packager creates only jars with resources,major
196635,[pull up] Internal Error with Refactor > Pull Up (ArrayStoreException),minor
196646,[organize imports] import broken with * groups,minor
197722,5 failures in Eclipse Automated tests in org.eclipse.ltk.core.refactoring when using IBM Java 6.0,minor
197951,[pull up] selecting members triggers a long operation,minor
199044,Result when multiple matches on same line look irritating,minor
200580,[pull up] final method in interface makes uncompilable code,minor
201563,icon for text match confusing,minor
201908,Generate serial version ID broken,minor
202077,[doc] Link to JUnit sources not correct,minor
203488,DVT33:TCT816: PL: ref-19.htm: no such file,minor
203695,[quick assist] Can't invoke 'Create getter/setter' on field,minor
203734,[preferences] cldc 1.1 or cdlc 1.1,minor
203735,[render] Wirte Access colored label preference not correctly updated,minor
203750,[package explorer] 'Up' in toolbar not correctly updated after 'Go Into',minor
204453,[pull up] NPE in PullUp Refactoring when selecting 'Add Required',minor
204682,[JUnit] Any class that references org.junit.Test is run as a test,minor
205256,[browsing] Custom package filter doesn't work if all default filters are enabled,minor
208208,[package explorer] Backport bug 207146 (classes folder not updated in Package Explorer) to 3.3.2,minor
208263,[ast rewrite] performance problems with lots of changes,minor
208703,[package explorer] using Go Into in the Package Explorer view removes viewContribution actions such as Focus on Active Task,major
209319,[ast rewrite] @SuppressWarning is inserting an extra line break,minor
209937,[push down] NPE in push down refactoring operation,minor
210633,[JUnit] JUnit view leaks SWT image handle,minor
212015,[quick fix] Inappropriate quick fix for an unecessary else clause,minor
212154,[ast rewrite] Cannot attach comment to programatically generated AST,minor
213179,[code assist] Static import fails with overloaded method name,minor
213455,[package explorer] Package Explorer not refreshed when changing .class file in class folder,major
215982,[generate constructor] 'Cursor position' not honored,minor
215996,Leak framework: improve failure trace,minor
217896,[build path] New Java Project - JRE group's radio buttons are misbehaving,minor
218108,[extract constant] Original literal not replaced when constant extracted within overriden enum.,minor
219619,[working sets] Creating Java Working set from selected resource seems broken,minor
222098,[package explorer] Focus on active task button disappears from package explorer view,minor
225301,[content assist] Colored labels ignores background color,major
226496,[Package Exlorer] Filter 'empty packages' does not show packages with non-Java files,minor
229943,[bidi] Use BasicElementLabels to support BIDI,minor
230067,[organize imports] Organize imports adds useless and invalid static imports,minor
230080,[package explorer] NPEs from working set without image,minor
230128,[quick assist] ClassCastException in QuickAssistProcessor.getAddBlockProposals,minor
230217,[build path] Improve feedback when importing non-existing user libraries,minor
230391,[organize imports] unmatched packages group is always first,minor
230862,[javadoc export] bad resizing behaviour,minor
230931,[dialogs] Project Setup Fixes dialog does not use dialog font and does not rewrap,minor
231107,[generate delegate] new methods not inserted at correct location,minor
231112,[getter setter] Elements not inserted at correct location,minor
231117,[hashcode/equals] Elements not inserted at correct location,minor
231887,[actions] cannot refresh working sets through Package Explorer,minor
232100,[quick fix] Static import of non existing method proposes to create type,minor
232297,[extract constant] AFE when extracting constant in Enum constant body,minor
232496,Exception with Javadoc view linked to selection and closed project,minor
232747,[quick fix] Fix project setup... does not add import,minor
232941,[actions] Refresh action does not work on src-folders,minor
233006,[quick fix] Fix project setup tries to add plugin dependencies to Java project,minor
233629,Mnemonic fixes in JDT UI,minor
234163,[getter setter] Generate Getters and Setters fails,minor
234363,JAR selection dialog not using dialog font,minor
234560,Mnemonic fix in search,minor
234959,[ltk] [wording] Deleting a file no longer mentions that it will be deleted from the file system,major
436411,Source lookup ignores ISourceLocator if artifact was cached,minor
120421,[Help] Search progress monitoring stays at 0%,minor
120915,[Help] Clicking on search result group shows XML document,minor
120930,"[Help] Search shows a link for ""Next 0"" items",minor
142818,[Browser] No F1 help for Internal Web Browser view,minor
143811,[Help] Invalid command links should report an error,minor
148098,[Help] Help preference page wording is inconsistent,minor
148238,[Help] Help preference page has too many groups,minor
167683,Update Hello World SWT cheat sheet,minor
167914,[Webapp] Search hits in javadoc aren't highlighted,minor
168093,[CheatSheet] Not advancing to next step after performing action,minor
174663,[CheatSheet] Update SDK cheat sheets to add translation hints,minor
189791,org.eclipse.tomcat tolerance set wrong for org.apache.ant plug-in,major
189923,3.3M1 New and Notewothy features undocumented,minor
190341,[Help] Remote Help is not documented,minor
190342,[Help] Help preference page reference doc is out of date,minor
204086,Plug-in validation uses disabled JRE instead of Execution Environment,minor
221608,[Forms] FormText sometimes paints lines in lists incorrectly,minor
126568,[TabbedProperties] Compilation error due to assert keyword,minor
127488,[TabbedProperties] Both Filter and TypeMapper applied,major
259553,[TabbedProperties] expensive refresh of text,minor
63791,[Decorators] M9 - Package symbol overlayed by CVS decorators.,minor
24179,[About] Drag select in Welcome editor causes link  to open,minor
24194,[About] Choosing link changes focus,minor
24238,[Welcome] Wrap parsing error,minor
24390,[Welcome] Ctrl+Tab should tab out of the welcome page,minor
24984,[About] Linux-motif traversal skipping buttons in About Dialog,minor
24986,[Welcome] Traversal revisits selection,minor
27579,NPE in editorList,minor
27661,[Editor management] default values for scope and sort,minor
27767,[Editor management] closing editors,minor
27787,[Editor management] flicker when open/close editors,minor
27790,[Editor management] rename editors view,minor
27965,[Welcome] Welcome Editor,minor
28013,[Editor management] reduce flicker on closing editors,minor
28029,[Editor management] NPE:  createTab,minor
28141,[Editor management] editorList selection,minor
28198,[Editor management] Make EditorList optional,minor
33277,[Properties Dialog] SWT.WRAP style and field values,minor
33318,[Linked resources] Resolved location should only be shown for linked resources bound to a variable,minor
33490,[About] Formatting of config details w.r.t. fragments,minor
33706,[Properties] Label capitalization,minor
34198,[Workbench] Missing or corrupt images should not cause eclipse to fail,minor
34722,[About] [Help] F1 help inaccurate for feature plugin details,minor
34723,[About] [Help] Missing F1 help for config details editor,minor
35076,[Key Bindings] Help menu items need command ids,minor
2848,DCR: Compare with each other editor should indicate changes (1GJY9XD),minor
3787,review: IPreactivatedRefactoring must go (1GIK9SC),major
3820,Missing,major
3885,Assertion failed in rename paramter refactoring (1GF25DZ),major
3894,rename method: change not created  (1GF5GX9),minor
3947,cannot drag and drop source folders (1GF7OQL),major
4001,Refactoring Move CU: no icon for import additions (1GFO1ZJ),major
4046,NLS: Show dialog when there are no strings to externalize (1GGYN3N),minor
4050,Externalize Strings: Checks keys even if not used (1GGZ0PC),minor
4257,Packages View overwrites files without warning (1GKM8WL),minor
6356,Outliner has to delete actions,minor
6413,incorrect temp inlining,minor
6414,inline temp not activated on a valid selection,minor
7081,Reorder parameters doesn't adjust paramter's type,major
7097,Pull up method is not very useful without being able to pull up fields,minor
8166,nls: 'find string' dialog needs a button to open nls wizard,minor
10790,Patch does not apply if file not found locally,minor
10917,Patch support does not use mnemonics,minor
11667,rename temp: incorrectly allowed,minor
13190,"Compare with Patch does not apply Patch, if single file selected",minor
13379,Patch compare doesn't work,minor
14800,Compare View eats tabs,minor
17264,Delete needs busy cursor or progress,minor
18137,No uncaught exception are thrown by selected code. - .. But there is an uncaught IOExcption,minor
18285,Double-clicking on import statement transfers to referenced type,minor
18291,incorrect dialog title in surround with try.catch,minor
18297,Organize imports misses unused imports,minor
18324,Hardcoded strings in Java prefs,minor
18410,IllegalArgumentException opening NLS search page,major
18468,Members view: removing source for whole type leaves members,major
18555,reference to org.eclipse.vcm,minor
21033,TVT2: Clashing mnemonics in Java -> Editor panel,minor
21292,Renaming (refactoring) boolean variables isX renames to getX,minor
24571,Move To Top Level: puts several statements on one line [refactoring],minor
24585,Rename field with getter misses getter of interface [refactoring],major
24740,"Refactoring leads to bad code when refactoring strings containing ""\"" (backslash) [refactoring]",minor
24808,"Refactor String ""+"" expression not correct [refactoring]",minor
24841,Refactoring should use IWorkbench.saveAllEditors [refactoring],minor
25031,[Dialogs] Bogus progress bar after canceling paste,minor
25137,Paste enabled with deleted file on clipboard [ccp],minor
25177,cannot copy paste or dnd outside of classpath [ccp],major
25537,move to top level: incorrect handling of Outer.this.m(),minor
25794,Buttons cut off in externalize strings dialog,minor
26019,Deleting default package gives blank string in message,minor
34065,Move to/from default package should inform user about potential errors [refactoring],major
34926,Exception in pull-up refactoring [refactoring],minor
35123,NLS not done correctly,minor
37566,Cannot rename a Java Project referenced by a Simple Project [refactoring],major
429108,Remove deleted file from bin.includes,minor
459761,Remove redundant superinterface in JFace,minor
461059,Prevent dirt in workspace,minor
404448,[GTK3] Images of disabled buttons are not grayed out,minor
408505,[GTK 3.8] In ControlExample when switching Tabs CoolBar is not visible,minor
411452,"[GTK3] Search dialogue isn't ""reusable"" when using export SWT_GTK3=1",major
419527,Dirty working tree: SWT jars and zips,minor
425999,[GTK3] Running Snippet294 gives Gdk-CRITICAL with GTK3,minor
428894,Unify antrun plugin version used.,minor
447207,SWT and LWJGL (Snippet 195) crashes on libX11.XDefaultScreen+0x0,major
458549,Update maven antrun plugin configuration.,minor
458642,Update maven antrun plugin configuration.,minor
459343,Generify org.eclipse.core.tests.resources,minor
459413,2 compile warnings in official build,minor
461427,SWT fragment missing on classpath in build of SWT tests and tools when moving to tycho 0.23.0-SNAPSHOT,major
462064,Remove GTK_WIDGET_* macros,minor
463070,Update maven antrun plugin configuration,minor
465863,[GTK3] SIGSEGV in OS.gdk_display_get_default() when loading Display class,major
482106,Reduce warnings in workbench.,minor
483083,Opening the Extension point description crashes Eclipse,minor
485821,Make examples/snippets use lambdas,minor
488825,Ant runtime preferences page has weird colors,minor
490671,Make gtk_settings_set_string_property dynamic,minor
490891,Fix Combo's buttonHandle on Gtk 3.20+,minor
491299,Classpath tab for Java application has wrong colors,minor
491302,Java/Debug/Logical Structure pref page has wrong colors,minor
491318,Spinner/DateTime rendered broken if created without SWT.BORDER on Gtk 3.20,minor
493722,GC#setLineAttributes does not apply its argument to GC,major
497444,[GTK3] Progress indicator not updating in the splash screen of Eclipse,minor
493516,Update doc for bug 281490: [Import/Export] Inconsistent names for import/export wizards,minor
178203,[projection] Eclipse is too eager to unfold code,minor
241957,Hang in org.eclipse.swt.internal.gtk.OS._gtk_clipboard_wait_for_contents,major
415099,"Open Resource: Terminating with ""<"" or "" "" (space) does not work for extensions",minor
438396,DebugUITools.getDebugContext() in background thread can cause SWTException (invalid thread access),major
438724,[flex] REVEAL delta does not always work reliably,minor
437931,"""Compare With -> API Baseline"" is shown, even for non project types",minor
438059,"Template ""Plug-in with a View"" does not set selection provider",minor
474074,Replace new Boolean with Boolean.valueOf,minor
478221,ContextsActivator can be removed,minor
489606,Warning 'an entry for Application.e4xmi is required in bin.includes' is irrelevant if file does not exist,minor
489697,Remove new Integer from PDE,minor
489702,Replace calls from new Integer to Integer.valueOf,minor
470535,Bug in UserLibrary.hashCode(),minor
484797,[patch] - External plugin dependencies are lost after Eclipse restart,minor
409081,BIDI 4.2.2 : Welcome Page isn't correctly mirrored,minor
110232,[KeyBindings] preference page: adding keybinding removes keybinding from more specific context,minor
173052,[Contributions] CommandContributionItem does not show keybinding,minor
178785,[Contributions] Please use the commandImages extension,minor
179032,[KeyBindings] Table in Keys preference page should use sort arrows,minor
182898,[KeyBindings] IAE trying to open Keys (Experimental) preference page,minor
127575,Null reference checks don't handle Assert,minor
136091,Cannot access Javadoc location over http,minor
151500,[assist] Method parameter names are not displayed for inner classes,minor
163194,[1.6] compiler should warn about missing @Override annotation for interface method,minor
173725,"Incorrect ""cannot be null"" after assert",minor
182459,[compiler] Inconsistent error range for unresolved field,minor
202634,[codeassist] missing super proposal in specific source,minor
204100,[assist] getDeclarationSignature() returns different results for the same kind of proposals,minor
212013,[compiler][null] Wrong potential null pointer access warning,minor
215320,Javadoc contents retrieval doesn't support proxy connections,major
235658,Valid identifier unrecognized.,minor
236306,[content assist] for method invocation in variable initializer should not guess variable,minor
248312,[model] IMemberValuePair#getValue() should also work for negative numerals,minor
248916,[compiler][null] Potential null pointer access on second block of code,minor
249704,[code assist] autocomplete with anonymous classes does stop working,minor
250056,"[compiler][null] Another assert and ""Redundant null check""",minor
253896,"[compiler][null] wrong ""Null comparison always yields false"" problem for auto-unboxing",minor
264159,"Unexpected warning ""Potential null pointer access"" in assert message",minor
267561,[evaluation] LocalEvaluationEngine does not accept primitive types,minor
267955,"Copy, paste then rename of project fails",minor
269296,"[assist] ""Java code assist took too long: the proposal list might be incomplete""",minor
285565,[inline] Inlining constant or local variables causes exceptions with tab width 0,minor
287009,Inner Annotation Checks are Missing,minor
287676,[1.5][compiler] Useless cast warning not emited,minor
292087,anonymous class in array member initializer confuses content assist,minor
292510,FUP of 292364: Error messages don't identify partial types precisely.,minor
293777,Misleading problem when @Override is used on method with unresolved parameter type,minor
293917,Invalid 'potential null access' warning reports,minor
295260,"Wrong warnings on Java.Compiler.Errors/Warnings ""Redundant null check""",minor
299900,[null]Missing potential null warnings for variable on the right of an OR conditional expression,minor
300031,The deprecation warning for a type should not include the package name,minor
300504,Interesting case of not finding dead code,minor
302446,[compiler] Regression in if statement flow analysis related to null checks,minor
302865,"Issue with ""import"" a class and ""import static"" a method with the same name",major
303448,Wrong code generation optimization when assert condition is false,major
303810,Compact boolean fields on FlowContext,minor
305590,Redundant null check false-positive,minor
306524,ASTRewriteAnalyzer uses wrong starting offset in case of comments before a node,minor
308980,[content assist]An initializer inside a non-array field declaration confuses content assist,minor
310423,[content assist] After 'implements' annotation types should not be proposed,minor
310427,[content assist] FUP of 236306: Variable proposed before definition.,minor
310747,[content assist] Irrelevant proposals while completing inside array initializer.,minor
311022,NPE in InternalExtendedCompletionContext.getVisibleElement,minor
312603,[content assist] field being declared is proposed as a method argument inside initialization,minor
313644,javadoc for java.io package throwing exceptions,minor
313870,"Wrong warnings on Java.Compiler.Errors/Warnings ""Redundant null check""",minor
316573,Current text selection cannot be opened in an editor,minor
316827,"automation test: test055 - 1.5, 1.6, 1.7 fail in solaris-10 with jdk7-b96",minor
317719,Method incorrectly flagged as having same erasure output when return type differs,minor
318020,[compiler] wrong initialization flow info with if (true) throw... pattern in else block,major
318401,FUP of 317858: Clarify eclipse compiler behavior on imports & shadowing,minor
318569,Auto completion adds the parameters of a method even if they are already there,minor
319510,dead code detection vs assert,minor
320046,Fails to detect that a local variable is always initialized.,minor
320167,Auto-Activation works only once,major
320170,[compiler] [null] Whitebox issues in null analysis,minor
320216,Null anaysis not done for autoboxing,minor
320414,Compiler produces incorrect bytecode for null pointer check,major
321304,[null][correlation]Compiler indirectly marks null pointer access,minor
322209,"""assert"" triggers a warning about null when it shouldn't",minor
322545,NPE in ExternalFoldersManager,minor
323514,[indexing] The Java Indexer is taking longer to run in eclipse 3.6 when opening projects,major
324762,Compiler thinks there is deadcode and removes it!,major
325229,[compiler] eclipse compiler differs from javac when assert is present  (FUP of bug 319510),minor
325342,Add new option for null analysis based on assert result.,minor
325481,[assist] fields declared after a particular field are proposed in its initialization,minor
325755,[compiler] wrong initialization state after conditional expression,major
325829,Very slow code completion for larger completion lists,major
325940,Wrong null optimisation with loops in try/catch,major
326950,[compiler][null]Do not optimize code generation based on static analysis (dead code),minor
327532,Exported ant buildfiles fail due to invalid antfile-attribute,minor
328361,[1.4][compiler] variable initialized within an assert expression are no longer reported as potential non initialized,major
328433,No server selected,major
328674,[assist] local being declared proposed inside its initialization,minor
328910,"[compiler]method ""Name clash"" errors are reported",major
329227,Usage of broken quicksort algorithm in jdt.internal.compiler.util.Util,minor
329288,Fetching parameter names literally hangs on a class with a lot of methods,major
329547,Incorrect redundant null check warning,minor
330841,Public Methods Flagged As Unused,minor
330842,[content assist] Content assist misses members,major
331138,ASTRewrite#replace(..) does not consider the TargetSourceRangeComputer,minor
331271,[assist] Reconsider assumption to filter not yet declared fields from being proposed,minor
331631,[perf] FUP of bug 323514: Add perf test,minor
331632,FUP of 323514: Add performance tracking test for scenario,minor
331770,org.eclipse.jdt.core.tests.model.JavaSearchBugsTests.testBug323514a() is failing in  N20101202-2000,minor
332268,[assist] Allow proposals for static fields in initializers of fields being declared textually in advance,minor
332311,"When setting ""Javadoc location"" for a jar file and using code completion, the code completion window will freeze for 5-20 seconds when entering new characters",major
332359,org.eclipse.jdt.internal.compiler.lookup.ReferenceBinding should return number of fields directly,minor
332618,"Unable to run java classes when workspace name, class name or package is Arabic.",major
332713,"[compiler][null]Bogus ""Null comparison always yields false""",minor
332838,Bogus potential null pointer access warning (regression; works with 3.6),minor
332936,Java @formatter:off does not work,minor
333089,[compiler][null]AIOOBE while assigning variable a potentially null value in try/finally,major
333383,"wrong ""redundant null check"" warning after synchronized",minor
333562,"Invalid  ""Potential null pointer access"" warning message",minor
334119,AIOOBE in BindingKeyParser.parseInnerType (was: Copy Qualified Name throws ArrayIndexOutOfBoundsException),minor
334754,Potential Null pointer access and the assert keyword,minor
335780,Compiler says a method can be potentially static but this method contains 'this',minor
335845,[compiler] compiler wrongly suggests to add a static qualifier to a method,minor
336451,"""Content Assist"" does not complete normally on certain types",major
336544,[regression][compiler] Source flagged as dead code incorrectly.,major
336908,[formatter] Java Formatter does not wrap long enum constant declarations,minor
337275,Incorrect/outdated javadoc for org.eclipse.jdt.core.dom.Expression,minor
338234,[compiler] Missing warning for uninitialized variable in dead code,major
338718,[compiler][null]redundant null check not caught by warnings checker,minor
338789,[1.7][assist] No proposal inside a multi catch statement after '|',minor
339139,[compiler] HEAD contents of org.eclipse.wst.jsdt.core doesn't compile anymore,major
339250,[null] Incorrect redundant null check warning on a String,minor
339276,Dead Code detection removing code that isn't dead (see bug 332637),major
339789,Content assist will not offer choice from a generic type that is listed in the favorites,minor
339866,"Renaming a Java file causes ""Resource is out of sync with the file system""",minor
340353,"Inappropriate ""Null pointer access"" errors",minor
340641,Autocomplete / content assist require internet connection,minor
340691,Syntax error leads to ClassCastException in ASTConverter,minor
341333,[1.7][compiler] DisjunctiveTypeReference#resolveType(..) does not set the value for DisjunctiveTypeReference$resolvedType,minor
342056,[1.7] Unused variable not detected in resource list of try-with-resources,minor
342300,"[null]Spurious ""null pointer access"" warning on unboxing",minor
342475,ITypeBinding.getQualifiedName() returns a generic signature,minor
342707,Invalid redundant null check warning,minor
343342,"[assist] Non constant variables, strings and methods are proposed inside case statements",minor
343475,[1.7] Compiler warning for invalid type inside switch needs to be improved,minor
343480,[compiler] Incorrect/confusing error message on inner class static field declaration,minor
343637,[1.7] Already used exception offered again in a Mulicatch block,minor
343865,[assist] CompletionContext token start and end incorrectly returning 0,minor
344520,Incorrect identification of dead code when using not-null checks,minor
345332,Variable not initialized warning,minor
345383,"[null][correlation] spurious ""null pointer access"" warning",minor
345559,[1.7][compiler] Type inference for generic allocation can be avoided for invalid constructor,minor
345569,FUP of bug 345334: CodeSnippetTest has lot of failures,major
346415,[1.7][assist] No proposal inside catch statement from 3rd catch block onwards,minor
346454,[1.7][content assist]Getting NegativeArraySizeException while trying content assist after diamond,minor
346741,[1.7][doc] Update doc when java 1.7 support is done,minor
346959,[1.7][compiler] Avoid type variables bound re-initialization in Scope.getStaticFactory(..),minor
348186,[compiler] Improve wording for the warning for masked/hidden catch block,minor
348402,[1.7] Overlapping error ranges on multi-catch block in 1.5 mode,minor
348491,[1.7] Rename IProblem.IllegalBinaryLiteral to BinaryLiteralNotBelow17 and IProblem.IllegalUsageOfUnderscore to UnderscoreInLiteralsNotBelow17,minor
348492,[1.7] Improve error msg on strings in switch in 1.5 mode,minor
348493,[1.7] Improve error msg for Diamond operator in 1.5 mode,minor
348526,[1.7] In 1.5 mode compiler stops reporting errors once it encounters a binary literal or a literal with underscore,minor
348705,[1.7][compiler] Improve error message for unhandled IOException generated due to compiler-generated close(),minor
349008,[1.7] Ugly formatting for try with resources,minor
349273,[1.7] Hover shows wrong message,minor
350652,[1.7][assist] Completion issues with multicatch (FUP of 343637),minor
350767,[1.7][assist] CCE while invoking assist on a multi-catch block,minor
350854,Content Assist keeps crashing.,minor
351965,[1.7] CCE when using diamond in 1.4,major
352026,"[java7] Syntax error for a new key "";opt"" in a Java resource bundle file",minor
352453,"[1.7] In 1.6 project, use of <> in anonymous classes is giving an unexpected error message",minor
352699,[1.7][compiler] Improve error range for redundant type parameter warning,minor
353085,[1.7] Cannot cast from Object to boolean,minor
353238,[1.7] update unusedTypeArgs option description for the batch compiler,minor
353394,"""Method can potentially be static"" warning on JUnit test methods (annotated with org.junit.Test)",minor
353553,Rename readableNames.properties to avoid translation,minor
353640,AIOOBE in ParameterizedTypeBinding.substitute,minor
353780,chkpii error in I20110802-2000,minor
354502,"Incorrect Compiler Warning: ""Method can be declared as static""",minor
354579,Fup of bug 289247: Investigate validity of the fix vis-a-vis JLS.,minor
354766,Javadoc content does not appear in content assist info window for non-static inner class constructors,minor
355838,[compiler] ecj compiles the code that javac6 rejects,minor
357902,JDT compiler unnecessarily complains about unused methods,minor
359250,"when compiling, a new instance of Java(TM) Platform SE binary is created.",major
359284,Unnecessary checkast from null,minor
359495,[1.7][compiler] VerifyError in try-finally block with lock encompassing for-each block and unlock in finally clause,major
360600,Since 3.7.1 JDT formatter has trouble with 0x8000000000000000L and 0x80000000,minor
360644,Scope.isDefinedInSameUnit(ReferenceBinding) fails for a ParameterizedTypeBinding,minor
361235,100% CPU usage when Starting Eclipse with Initialize Java Tooling and Refreshing Workspace: Apparent Deadlock But Not?,minor
361327,Static import resolution does not record all static elements being imported,minor
361922,Fup of 357425: ensure all reported regressions are witnessed by tests,minor
362667,unable to open sql editor,major
362816,level_ã¾Ï¼Œö¦,minor
362969,JDT compiler does allow access to private members where javac doesn't,minor
363626,IcedTea6 1.10.4 crash,major
363640,NO SUMMARY,minor
364254,Reduce console output during JDT/Core junits execution.,minor
364413,"""Local variable never read"" when foreach loop is used to clear an array",minor
364437,Dilip is learning bugzilla bug tracker,minor
365117,Switching on literal can produce dead code (but compiler doesn't warn),minor
365437,Private methods tagged with @Inject should not be flagged with unused warning,minor
365455,"Bad interaction between ""@SuppressWarnings for optional errors"" and ""Treat optional errors as Fatal"" options",minor
365465,NPE in BinaryTypeBinding.cachePartsFrom,minor
365566,"set resource leak diagnostic to ""ignore"" until bug 358903 is fixed",minor
365818,"Generics compilation: error reported in javac, but not in Eclipse",minor
367836,Inconsistent source range for error from build and reconciler (declared package does not match expected),minor
367959,Could not open selected VM debug port (8700) - Android ADT,major
368027,NPE while running builder 'Java Builder',minor
368646,[rename] rejects LocalVariable with initializer,minor
369381,[null][compiler] 'Adding potential null mark in unexpected state' assertion while compiling,minor
369487,[compiler][null] bug 247564: issues to follow up post review & verification.,minor
370182,[compiler] investigate caching compiler options,minor
370552,[doc] update doc of null analysis for fields,minor
370787,[compiler][null] Incorrect dead code and null reference warning.,minor
371732,Deprecate AST.JLS3,minor
372011,[compiler][null] Restore behaviour of null defaults for binary types,minor
372694,Adjust parser generator tools,minor
372997,Invalid Java program compiles & runs in Eclipse,minor
373409,[code assist] Bad relevance for constructor proposals (new Thread()),minor
373571,[null][regression] Incorrect application of null annotations to primitive types,major
373953,FUP of bug 127575: java.eclipse.core.runtime.Assert  is being recognized as org.eclipse.core.runtime.Assert,minor
374063,[builder][regression] bug 372012 causes regular problems to be reported against the package,minor
374122,remove traces of removed option JavaCore.COMPILER_NONNULL_IS_DEFAULT,minor
374176,Sticky default nullness diagnostics.,minor
375409,Add missing Javadoc compile options to batch compiler,minor
376425,suppression of deprecated warning is unnecessary,minor
376550,"""Method can be static"" warning on method that accesses instance field in inner class",minor
377467,Cast generates an error if followed by negative number,minor
379630,Regression: NPE during reconcile/build,major
380313,Inconsistent stack error when using Java 1.7,major
381172,"VerifyError ""Inconsistent stackmap frames"" for switch nested within try-catch",major
382012,[batch] Batch compiler is not honouring the javadoc enablement preference property,minor
382469,Ambiguous method invocation,minor
382606,[javadoc] constructor used in javadoc not getting resolved for secondary types.,minor
383629,java.lang.VerifyError: JVMVRFY012 stack shape inconsistent,minor
383668,"When editing a groovy file, a NullPointerException occurs when autocompleting member functions of a Java object.",minor
383689,False positive for potential null pointer access,minor
383780,[compiler] Eclipse 4.2 creates ambiguous varargs method error in 1.6 compliance mode (does not mimic JDK bug),minor
384046,incorrect null pointer access warning,minor
384075,"The compiler reports a spurious error ""The import X collides with another import statement"" when I import and import static the same name.",major
384562,[compiler] varargs constructor is reported as ambiguous for compliance 1.6 and below,major
385404,[1.7][compiler] invokeExact is not translated correctly if the arguments is an array of Object,minor
385540,Incorrect javadoc for @NonNullByDefault,minor
385545,When I download the zip file and unzip it. It shows the flash screen and that is it.,major
386361,Eclipse 4.2 is having difficulty distinguishing overloaded methods with varargs.,minor
386716,bug when create new android project same as deleted android project name,minor
370971,Content Assist autocomplete broken within an array of anonymous classes instances,minor
402574,Autocomplete does not recognize all enum constants when constants override methods,minor
415997,java.lang.VerifyError: Expecting a stackmap frame at branch target,minor
416107,Incomplete error message for member interface and annotation,minor
418011,[code assist] NPE in code assist,minor
418825,Code assist fails when including project on class path that contains multiple class in a single file,minor
431001,[CSS] [dark theme] Disabled text controls look blurry,minor
435574,[Themes] Dark theme overrides text editor background color,minor
435721,[CSS][Dark] Provide resonable defaults for syntax color of Debug views in Dark theme,minor
436094,[CSS][Dark] Provide resonable PDE defaults for syntax color in Dark theme,minor
491425,[Browsers] OpenBrowserHandler may call IWebBrowser.openURL on non-UI thread,minor
100867,Workbench images that should be re-taken,minor
101116,Screenshot of New Project wizard on Fonts concept page,minor
101140,Colors and Fonts task is out of date,minor
101239,Task view filter task needs to mention Problems view,minor
120751,org.eclipse.platform.doc.user has incorrect qualifier,minor
274672,unpack default is wrong,major
327706,Headless build failure with Eclipse 3.6.1,major
335481,[releng] 4.1 I20110125-2200 doesn't have stuff I see in 3.7 I20110124-1800,major
341968,Update publisher doc,minor
2773,Java structure compare should give better indication when no changes (1GJ6ENE),minor
7681,Structured results expands import statements,minor
8115,Mnemonic missing in Packages view,minor
14952,Diff Browser Opens Too Small / Not Easily Resizable,minor
16464,Yes To All should come before No,minor
16646,DCR: Please change the new Java perspective icon,minor
16649,Editor appearance page problems,minor
16651,DCR: Please change the new Create Java Project icon,minor
16656,Conflicting mnemonics on JUnit preference page,minor
17244,Search Menu - &File and Re&ferences mnemonics clash,minor
17374,java search page - mnemonic clash for Dec&larations and Se&lected Resources,minor
19013,backgronud color: is it honored?,minor
19216,Accessibility in Workbench > Compare > Text Compare,minor
19371,Java & Compare editor's Next/Previous toolbar buttons shouldn't be retargetable,minor
29602,Questionable VM detection for Standard VM on MacOS X,minor
31197,Patch applied with wrong path,minor
32798,No mnemonic for ComparePreferencePage.useSingleLine.label,minor
37648,Exceptions after one of the compare viewer inputs got deleted,minor
38033,Command+Shift+T does not open type,minor
38412,[Actions] Navigator tree cell editors too small,major
42950,Deadlock opening type (Ctrl+Shift+T),major
43278,Deadlock on shutdown,major
45239,Show ancestor for incoming and outgoing changes,minor
46709,PatchWizard should use scheduling rule on project,minor
47866,Internal error in synchronize perspective,minor
50335,Large compare seems like a hang,minor
50565,"[Preferences] Pref page Workbench/Compare/Patch; no mnemonic for ""Filtered Members""",minor
52372,Cannot cancel open type,major
55876,Viewer: Text not repainted when moving sash and then clicking on scroll bars,minor
56875,Resizing Apply Patch dialog doesn't resize tree,minor
59229,AssertionFailed when restoring from local history,major
